"","mRNA_wt_rep1","mRNA_wt_rep2","mRNA_mt_rep1","mRNA_mt_rep2","Ribo_wt_rep1","Ribo_wt_rep2","Ribo_mt_rep1","Ribo_mt_rep2","gene_length"
"YGR102C",423,263,344,358,771,699,601,692,492
"YGR104C",299,207,259,220,663,638,422,432,864
"YGR106C",2306,1522,1535,699,5605,4995,1727,1376,738
"YGR109C",401,239,56,42,586,500,61,27,1083
"YGR117C",1290,957,1033,720,1365,1386,551,588,1371
"YGR119C",1165,881,715,597,3525,3231,1318,1181,1566
"YGR120C",387,226,305,187,470,480,281,244,729
"YGR121C",475,257,134,113,520,489,133,122,1419
"YGR122C-A",146,130,218,112,131,171,72,116,69
"YGR123C",989,631,543,268,1942,1630,432,371,1482
"YGR128C",1494,996,992,498,2025,1858,629,411,2082
"YGR130C",2636,2447,1316,1741,17274,18877,3308,5015,2391
"YGR132C",1693,1431,934,720,4857,4261,1094,1282,804
"YGR138C",2249,1387,1234,875,4181,3295,1050,973,1785
"YGR146C",1498,885,940,623,1912,2073,851,875,576
"YGR146C-A",13,5,8,7,11,11,18,19,102
"YGR147C",559,404,374,294,1425,1394,629,610,807
"YGR148C",3910,2910,3588,2588,23953,19638,9703,7606,408
"YGR150C",753,524,382,242,381,358,102,77,2535
"YGR154C",203,187,207,136,8,13,20,6,1011
"YGR158C",316,251,247,196,1456,1290,559,555,693
"YGR159C",1775,1064,1317,757,3572,2394,1245,792,1185
"YGR161C",439,304,150,194,3579,3625,632,986,732
"YGR168C",365,286,280,190,270,249,189,226,1071
"YGR169C",294,210,150,118,358,368,147,145,1155
"YGR169C-A",611,659,639,493,1533,1573,957,994,219
"YGR171C",498,372,206,188,503,412,142,97,1668
"YGR172C",1044,663,430,264,2515,2021,616,592,687
"YGR174C",134,123,85,93,755,691,277,315,453
"YGR175C",4561,3047,3494,2480,13931,11934,5222,4198,1431
"YGR177C",562,348,200,145,462,413,63,35,1548
"YGR178C",2466,1766,1038,852,7805,7283,1483,1364,2109
"YGR179C",254,189,166,144,605,622,278,306,1161
"YGR180C",2229,1392,860,765,8271,7970,2207,1957,978
"YGR182C",590,414,589,330,4,6,7,5,294
"YGR183C",919,608,844,519,3008,2603,1971,2085,354
"YGR184C",4663,3288,1621,1194,2329,2103,293,189,5793
"YGR185C",2528,1773,1097,996,8445,7425,2205,1763,1125
"YGR187C",936,675,562,300,2470,2070,623,457,1125
"YGR188C",361,248,146,112,216,201,88,79,3006
"YGR189C",6186,4009,2829,2258,23577,20566,6364,5093,1464
"YGR192C",207345,127781,40355,31789,922616,895493,132043,108657,939
"YGR193C",873,656,492,400,3900,3990,930,1033,1173
"YGR194C",644,471,418,493,920,968,363,552,1743
"YGR196C",596,477,336,319,1798,1894,347,367,2394
"YGR197C",477,346,162,195,774,623,156,194,1584
"YGR200C",1247,850,834,501,1371,1227,566,393,2307
"YGR201C",359,287,341,265,1367,1287,774,657,618
"YGR202C",596,425,330,302,1703,1669,555,575,1215
"YGR204C-A",12,0,7,2,5,1,4,13,54
"YGR207C",975,826,675,500,4549,4298,1306,1246,726
"YGR209C",3390,2401,2146,1371,18071,17531,6708,6759,255
"YGR210C",938,577,365,324,2103,1816,464,367,1176
"YGR213C",127,110,119,94,75,70,61,107,894
"YGR216C",838,578,539,348,610,575,284,351,1770
"YGR220C",804,578,396,231,1950,2009,416,451,750
"YGR221C",250,159,49,35,173,145,28,20,1809
"YGR223C",299,184,240,191,364,382,141,160,1287
"YGR229C",1556,981,885,645,3518,3299,966,888,1458
"YGR231C",1938,1444,880,711,5500,4696,1188,1086,873
"YGR233C",890,585,486,409,527,584,157,129,3477
"YGR235C",657,469,521,452,2978,2936,1402,1480,642
"YGR236C",11,9,21,29,11,5,19,16,228
"YGR237C",770,569,472,542,1911,1879,544,718,2298
"YGR238C",476,328,182,214,343,344,79,80,2589
"YGR239C",234,163,114,75,852,818,276,246,807
"YGR240C",10773,7597,4392,3800,31685,27984,7603,6192,2904
"YGR241C",644,371,344,399,1403,1347,533,616,1647
"YGR244C",2159,1854,621,559,10381,10909,1370,1310,1224
"YGR245C",635,399,370,240,924,710,275,156,2244
"YGR246C",392,315,256,254,1001,939,349,370,1731
"YGR250C",1206,897,799,699,2452,2599,722,923,2286
"YGR253C",2273,1705,893,718,6888,6777,1672,1635,723
"YGR255C",1264,955,520,537,2265,2225,646,898,1380
"YGR257C",767,502,415,280,617,622,240,220,1041
"YGR258C",683,609,408,419,1037,1084,425,445,3036
"YGR259C",0,0,4,1,1,2,2,3,381
"YGR261C",1530,1058,702,622,1673,1598,540,442,2370
"YGR262C",374,261,239,166,992,903,365,346,726
"YGR263C",362,236,245,135,445,406,127,161,1215
"YGR264C",4228,2619,2460,1474,6011,4707,1346,867,2196
"YGR267C",992,675,632,561,2389,2246,888,917,672
"YGR268C",358,288,184,173,1335,1184,430,494,537
"YGR271C-A",285,263,264,139,1048,1020,412,324,642
"YGR274C",816,532,464,336,784,823,267,232,3141
"YGR276C",428,361,213,150,998,839,228,227,1602
"YGR277C",451,326,261,194,1715,1652,572,654,858
"YGR279C",9053,4884,5288,3725,33287,23910,12541,9435,1101
"YGR280C",271,225,206,160,761,568,327,204,756
"YGR282C",12632,7956,7768,5328,40391,35052,13961,13210,882
"YGR283C",533,334,386,304,794,767,317,306,966
"YGR284C",3481,2307,986,552,9263,8106,1380,1257,873
"YGR285C",3374,2193,1019,1027,19203,15521,3271,2850,1242
"YGR286C",386,261,220,150,993,932,184,166,1068
"YGR287C",438,296,89,105,997,1081,46,72,1710
"YGR289C",171,154,121,142,59,61,69,80,1791
"YGL263W",580,363,339,212,433,355,174,141,1083
"YGL258W",105,54,45,49,31,57,38,48,561
"YGL256W",1006,634,607,434,1078,1003,156,166,1089
"YGL255W",3328,2165,7228,4663,5413,3915,5811,4788,1071
"YGL254W",309,176,109,102,695,737,133,166,840
"YGL253W",8338,5070,1200,738,21830,18257,1374,1042,1401
"YGL250W",200,160,132,126,471,450,203,211,666
"YGL248W",1048,853,1347,1337,1178,1217,1057,1404,1050
"YGL247W",166,149,130,109,259,203,114,81,534
"YGL245W",7218,5209,2648,2169,28482,23255,5984,4547,2067
"YGL244W",1011,741,585,500,4478,4441,1116,1005,1617
"YGL243W",389,257,322,229,236,190,113,95,1143
"YGL241W",1251,758,703,441,1417,1283,312,291,2955
"YGL240W",117,61,57,38,216,192,85,62,693
"YGL238W",3539,2393,1952,1209,3780,3624,953,964,2823
"YGL234W",3912,2522,1632,1186,15154,11717,2780,1761,2349
"YGL233W",1572,1075,805,592,1376,1294,351,330,2673
"YGL232W",562,371,366,274,1259,1233,496,567,868
"YGL228W",1844,1326,919,820,4212,4002,1222,1147,1674
"YGL227W",1120,823,599,651,1268,1185,385,527,2817
"YGL226W",124,82,91,53,687,636,293,263,312
"YGL225W",3079,1752,1598,684,5420,3856,1432,1088,954
"YGL220W",509,417,370,233,2071,2001,945,927,303
"YGL218W",1,0,0,0,1,0,0,0,591
"YGL216W",698,505,433,357,730,738,316,311,2358
"YGL215W",4160,2704,3850,2288,1078,1030,1448,984,1299
"YGL212W",237,148,115,121,1038,939,411,426,891
"YGL211W",538,374,331,329,510,427,297,212,1020
"YGL210W",349,272,197,153,957,962,245,180,609
"YGL209W",232,144,128,78,868,781,142,103,1089
"YGL208W",337,224,168,197,1462,1448,478,594,1188
"YGL207W",4077,2875,1429,1154,10454,10031,1701,1364,3048
"YGL205W",37,28,16,17,57,73,16,18,2187
"YGL202W",3022,1847,1025,867,10582,9795,2205,1717,1443
"YGL198W",544,326,499,409,2010,1787,1103,1077,648
"YGL197W",2731,1712,1294,1191,2214,2015,668,650,4404
"YGL196W",933,643,551,429,1439,1372,447,526,1227
"YGL195W",11511,7368,5040,3864,11021,9323,2420,1756,7959
"YGL192W",5,1,0,1,1,0,2,0,1743
"YGL191W",1682,1289,1400,1088,7741,7338,3707,4033,330
"YGL181W",641,576,446,454,4315,4113,1206,1474,1131
"YGL180W",861,780,288,261,801,831,125,167,2634
"YGL178W",2273,1665,1163,788,2101,2005,347,334,3160
"YGL174W",151,127,105,106,606,488,224,203,741
"YGL172W",889,679,479,372,2918,2634,722,709,1359
"YGL171W",513,412,319,203,1346,1241,435,346,1635
"YGL169W",529,332,297,210,1210,1030,450,413,1221
"YGL166W",317,228,149,122,1515,1250,422,470,618
"YGL162W",234,138,203,160,223,280,223,224,840
"YGL160W",1101,793,593,519,1183,1265,525,589,1653
"YGL159W",526,376,409,267,561,501,263,286,1053
"YGL158W",38,34,32,45,59,77,35,51,1479
"YGL157W",1990,1425,765,799,7054,7089,1708,2140,984
"YGL156W",2581,2060,715,822,4106,4758,710,729,3192
"YGL155W",537,331,338,213,484,537,214,167,1071
"YGL153W",288,245,219,188,1397,1367,481,434,966
"YGL151W",1839,1300,1183,919,1529,1653,524,544,3339
"YGL148W",1490,894,364,305,6955,5677,1043,801,1071
"YGL145W",874,567,677,445,974,1111,407,340,2046
"YGL141W",1104,884,635,644,1408,1568,504,633,2673
"YGL139W",1384,887,651,397,1581,1484,515,411,2349
"YGL137W",5182,3408,1712,1514,11743,11084,2188,1880,2810
"YGL135W",21887,12227,15309,10172,66193,53121,28760,22247,594
"YGL134W",387,301,241,185,372,377,77,117,1242
"YGL133W",1495,1107,982,900,1436,1350,556,647,3735
"YGL130W",573,465,342,358,1779,1705,650,625,1320
"YGL125W",1620,986,797,723,3543,2980,1581,1485,1743
"YGL123W",14337,8654,11249,7525,52548,42702,25961,20162,705
"YGL119W",619,570,473,340,1675,1440,443,517,1446
"YGL117W",164,157,52,38,208,199,29,39,738
"YGL116W",401,330,279,206,924,814,325,287,1773
"YGL115W",1575,1104,926,688,2430,2303,870,975,909
"YGL114W",706,528,549,438,697,617,280,299,2118
"YGL113W",379,248,221,165,172,170,92,100,1947
"YGL111W",665,513,410,323,1510,1264,634,625,1332
"YGL109W",2,0,0,0,1,0,0,0,264
"YGL106W",836,555,528,409,6039,5584,1870,1731,390
"YGL105W",3673,2535,1488,1342,16072,14661,4145,3868,1071
"YGL103W",13365,8117,12685,9572,62662,58438,41878,42042,901
"YGL101W",509,432,432,285,805,834,500,481,588
"YGL100W",970,624,374,339,1835,1608,532,421,990
"YGL099W",841,605,419,361,2504,2372,800,725,1863
"YGL098W",531,446,505,461,872,977,480,624,678
"YGL097W",923,672,344,290,2441,2069,544,520,1389
"YGL096W",227,137,318,363,362,353,436,588,771
"YGL093W",850,620,341,276,1395,1260,225,252,2694
"YGL092W",2854,1882,1376,993,3929,3366,932,741,3894
"YGL090W",321,244,164,168,166,180,93,82,1206
"YGL088W",39066,31508,44980,32519,253,199,603,418,306
"YGL086W",848,692,506,345,1064,1032,373,291,2190
"YGL085W",217,172,181,174,180,162,131,163,765
"YGL083W",673,489,359,253,947,871,310,279,2355
"YGL082W",829,602,690,524,1957,2072,753,836,1086
"YGL081W",130,100,100,121,222,253,144,180,903
"YGL080W",546,399,319,164,1636,1725,632,654,333
"YGL079W",349,239,217,169,554,462,266,250,597
"YGL073W",1248,875,428,455,2373,2403,520,592,2442
"YGL071W",1495,931,814,753,1477,1373,904,846,2013
"YGL068W",1059,730,436,297,4209,4124,759,632,525
"YGL067W",678,459,410,258,1074,987,520,402,1095
"YGL066W",697,642,323,383,2285,2360,507,548,1914
"YGL063W",212,156,123,101,164,103,68,56,1053
"YGL062W",4954,3671,1198,980,7838,7674,1178,634,3477
"YGL060W",686,430,476,317,845,713,274,262,1866
"YGL059W",467,358,399,376,442,560,269,397,1416
"YGL058W",653,549,351,253,2181,2160,680,616,459
"YGL055W",2594,1431,733,462,4365,2963,482,386,1473
"YGL050W",439,315,246,218,714,715,265,229,762
"YGL047W",325,245,182,141,1002,1017,432,415,549
"YGL045W",369,288,270,366,612,640,296,334,1569
"YGL043W",1165,785,493,448,5919,5733,1336,1302,870
"YGL041W-A",210,165,192,164,772,921,418,470,405
"YGL039W",368,263,274,184,709,674,321,311,987
"YGL036W",1255,836,905,816,765,769,504,521,2670
"YGL033W",22,10,11,6,42,35,22,31,667
"YGL030W",8006,4857,6393,4070,29122,24051,17643,15974,488
"YGL029W",126,144,130,86,747,798,326,298,303
"YGL022W",3624,2404,1295,1077,6073,5175,1536,1225,2097
"YGL021W",966,650,552,301,1266,1192,340,211,2223
"YGL019W",797,577,443,388,2178,1972,914,829,777
"YGL017W",432,276,270,213,672,661,361,396,1452
"YGL016W",2070,1256,1088,626,1408,1263,385,321,3186
"YGL014W",1716,1047,722,562,1747,1421,174,109,2607
"YGL012W",3167,2050,1733,985,6247,5093,1384,1040,1362
"YGL010W",420,326,260,179,717,780,280,379,465
"YGL007W",15,9,10,8,1,6,6,5,318
"YGL006W-A",162,143,128,92,161,248,239,316,51
"YGL006W",2935,2058,1155,1079,2199,2036,263,237,3462
"YGL002W",330,306,249,194,735,627,254,312,591
"YGR003W",804,600,596,398,717,707,340,288,2175
"YGR004W",450,237,294,169,506,484,158,165,1329
"YGR006W",140,105,72,84,340,363,158,172,696
"YGR007W",602,397,291,192,787,627,224,197,912
"YGR012W",517,372,209,190,1287,1114,311,311,1122
"YGR013W",485,415,301,278,1034,1026,469,491,1803
"YGR014W",8081,3812,1738,1034,8986,6300,522,198,3861
"YGR016W",185,143,140,81,247,208,146,124,513
"YGR017W",764,542,333,292,1382,1400,372,378,834
"YGR019W",2487,1875,1092,1133,9410,9323,2185,2494,1356
"YGR021W",287,282,185,196,1558,1492,328,383,813
"YGR023W",739,466,653,619,629,614,376,435,1596
"YGR026W",1423,1118,1051,619,3837,4006,1077,1089,777
"YGR028W",1057,732,449,345,1330,1299,363,318,1029
"YGR029W",282,220,190,139,1123,1087,362,325,593
"YGR031W",514,420,230,252,1190,1075,444,475,969
"YGR032W",3853,2163,1209,826,2675,1872,320,252,5628
"YGR034W",6611,4150,5183,3082,28574,23068,14648,12820,801
"YGR038W",778,531,422,221,1814,1661,527,513,609
"YGR039W",132,101,54,18,139,122,127,130,252
"YGR040W",817,557,459,398,558,590,242,227,1047
"YGR041W",744,523,541,478,909,900,595,605,1584
"YGR042W",310,203,173,161,464,472,182,192,756
"YGR046W",555,386,511,374,453,415,271,347,1098
"YGR048W",623,524,270,258,3143,3144,707,844,1026
"YGR049W",368,208,161,155,1045,1096,412,374,504
"YGR052W",348,199,369,527,648,566,412,841,1050
"YGR054W",3032,1880,1152,862,7102,7135,1964,1679,1869
"YGR055W",2531,1551,2368,1311,2849,2416,1671,1141,1665
"YGR056W",931,596,487,442,1274,1231,322,283,2727
"YGR058W",381,279,222,187,1204,1182,530,493,948
"YGR059W",57,35,30,28,36,36,28,33,1479
"YGR060W",4894,2829,3628,2431,15944,13882,6969,5585,870
"YGR064W",19,14,23,15,0,2,4,2,309
"YGR070W",1513,1075,1080,1084,459,525,293,413,3408
"YGR072W",289,286,315,237,803,894,402,371,1104
"YGR074W",371,235,253,131,1085,954,422,374,381
"YGR079W",678,401,329,204,1852,1419,545,360,1053
"YGR080W",773,563,409,464,4179,4277,1219,1586,939
"YGR082W",849,589,309,216,3955,3810,777,771,492
"YGR088W",2069,2021,3603,7472,6236,9054,7709,17668,1629
"YGR089W",1191,877,715,474,705,674,257,221,2751
"YGR090W",3880,2496,2253,1485,3126,3043,1192,896,3654
"YGR091W",444,280,198,137,473,457,172,152,1425
"YGR092W",905,614,587,501,1905,1959,763,751,1659
"YGR093W",544,398,381,297,944,872,280,236,1464
"YGR094W",6837,4339,2858,2155,12490,10722,3347,2343,3255
"YGR096W",89,55,42,36,159,116,83,61,885
"YGR097W",1456,1095,1035,1177,1717,1840,672,812,3381
"YGR099W",541,345,315,190,363,341,123,83,2007
"YGR100W",1150,906,840,861,1277,1359,644,664,2793
"YGR101W",660,445,316,196,1571,1452,478,472,981
"YGR103W",1508,1008,1138,625,2724,2203,977,655,1758
"YGR105W",382,258,247,128,1638,1514,679,636,174
"YGR107W",17,9,12,11,13,8,4,7,390
"YGR108W",1071,626,392,173,744,616,235,106,1356
"YGR110W",255,196,100,113,443,448,125,156,1278
"YGR111W",1161,884,752,743,2999,3037,1123,1358,1143
"YGR112W",310,290,150,173,915,936,248,256,1110
"YGR113W",442,283,245,242,803,699,298,371,972
"YGR116W",4115,3257,1819,1456,6335,6109,1399,1014,4296
"YGR118W",8263,5520,6949,4375,39399,31078,20761,18084,697
"YGR121W-A",3,7,3,4,3,0,2,0,156
"YGR122W",461,321,237,223,479,560,188,256,1149
"YGR124W",4567,2693,1044,809,11324,9925,1721,1266,1659
"YGR125W",2117,1455,1447,1019,2143,1920,547,517,3051
"YGR127W",612,503,594,603,948,1152,676,1193,879
"YGR129W",135,101,146,130,580,456,282,342,588
"YGR131W",107,89,85,75,33,18,15,28,465
"YGR133W",151,88,68,61,317,317,131,138,492
"YGR134W",984,666,538,433,505,518,210,222,3309
"YGR135W",2124,1590,989,819,6784,7255,1894,1922,717
"YGR137W",878,577,453,490,3815,3545,901,1220,315
"YGR139W",14,8,8,14,3,7,3,16,279
"YGR140W",618,400,223,133,614,562,156,101,2811
"YGR141W",202,149,281,271,363,331,249,295,1344
"YGR142W",2946,2355,219,190,6493,7112,148,165,1173
"YGR143W",1186,834,1013,974,1147,1064,439,483,2256
"YGR145W",540,393,360,216,1381,1083,484,344,2064
"YGR149W",660,520,733,595,765,862,532,766,1239
"YGR153W",77,75,37,61,197,238,76,70,594
"YGR155W",2687,1950,901,659,8286,7176,1393,1053,1464
"YGR156W",424,275,222,220,1629,1617,638,722,1218
"YGR157W",3431,2458,1244,753,1771,1628,397,419,2550
"YGR160W",3,2,1,1,0,0,0,0,552
"YGR161W-C",228,134,122,73,622,605,102,122,219
"YGR162W",4294,2851,2060,1419,9117,7422,1535,1158,2799
"YGR163W",546,384,389,248,1095,965,444,497,966
"YGR165W",697,523,366,281,2006,1885,339,345,978
"YGR166W",477,343,422,324,493,452,303,303,1623
"YGR167W",1609,1313,781,768,8904,8160,2244,2248,642
"YGR170W",1245,847,585,608,756,850,273,285,3357
"YGR173W",873,531,550,402,2836,2660,887,817,1047
"YGR174W-A",34,35,60,53,79,97,94,173,27
"YGR181W",383,290,156,106,1928,1911,406,396,258
"YGR186W",1162,1028,776,727,4398,4135,1257,1379,2148
"YGR191W",1964,1357,1187,906,3258,2903,1283,1111,1752
"YGR195W",588,441,326,352,1591,1598,918,867,681
"YGR198W",1162,766,569,514,816,737,239,188,2394
"YGR199W",1413,899,852,540,2037,1894,572,471,2220
"YGR203W",170,117,115,86,870,747,255,211,387
"YGR204W",5090,3250,1577,1485,18430,16765,3165,2374,2781
"YGR205W",629,552,212,184,2014,2105,299,440,813
"YGR206W",199,159,170,102,533,547,275,285,246
"YGR208W",837,570,412,357,2876,2774,859,832,870
"YGR211W",1990,1330,458,403,7398,6294,801,623,1401
"YGR212W",265,217,170,152,174,201,100,109,1347
"YGR214W",5262,3420,4311,3139,25506,20471,12897,10625,1154
"YGR215W",256,222,149,117,2088,2046,519,476,273
"YGR217W",1578,1001,916,633,846,759,278,229,6060
"YGR218W",5322,3883,2696,2040,10143,10035,2068,1906,3195
"YGR222W",601,424,408,294,788,862,346,366,822
"YGR224W",3,0,2,0,5,4,1,2,1782
"YGR225W",126,121,112,154,173,195,75,103,1815
"YGR227W",841,543,431,258,1032,1032,337,290,1518
"YGR230W",78,57,82,64,328,303,124,117,354
"YGR232W",762,530,347,210,2146,2085,552,492,627
"YGR234W",425,258,154,105,638,573,148,137,1140
"YGR243W",73,54,83,90,299,328,198,259,381
"YGR247W",157,100,94,96,400,381,270,449,660
"YGR248W",987,983,995,1492,6340,7935,4423,7306,708
"YGR249W",212,99,89,148,358,354,117,345,1311
"YGR251W",94,72,76,60,536,493,222,190,531
"YGR252W",554,397,389,359,691,623,309,307,1260
"YGR254W",57118,38172,6649,5721,473301,391991,34455,26827,1254
"YGR256W",1707,1573,977,1174,7795,9463,2183,2488,1419
"YGR260W",2567,1923,1439,1551,6000,5636,1278,1498,1545
"YGR266W",1092,764,778,690,2257,2107,964,943,2046
"YGR270W",1698,1347,1155,1210,1640,1490,352,337,4080
"YGR271W",2020,1331,1119,837,1381,1279,338,243,5844
"YGR278W",599,407,375,284,477,486,218,235,1674
"YGR281W",3084,2189,2301,2249,1985,2097,771,936,4374
"YGR288W",378,273,224,259,343,413,164,160,1362
"YGR292W",111,119,33,29,224,255,36,51,1695
"YHL047C",922,712,1184,1106,330,289,145,153,1803
"YHL046C",76,21,27,36,14,16,0,20,303
"YHL040C",2774,1900,3087,2467,3119,2859,2037,2056,1824
"YHL038C",606,417,252,223,706,624,233,170,1833
"YHL037C",37,17,6,9,52,27,24,31,342
"YHL035C",2022,1331,2081,1847,286,310,213,315,4719
"YHL034C",2076,1710,898,898,20954,20327,3340,3208,825
"YHL033C",6207,3507,5390,4438,25885,20701,17754,14700,711
"YHL032C",557,327,300,304,374,351,116,111,2070
"YHL031C",353,186,232,204,2656,2509,892,1021,612
"YHL029C",931,621,668,507,794,794,431,362,1980
"YHL026C",183,116,91,75,119,115,79,64,888
"YHL023C",834,552,509,342,641,648,208,242,3381
"YHL022C",61,25,35,41,81,91,31,64,1137
"YHL021C",1369,1171,891,1109,5033,5954,1351,2601,1338
"YHL020C",887,567,483,598,1440,1554,863,852,1155
"YHL019C",520,325,289,296,530,526,230,252,1758
"YHL016C",371,222,328,307,34,48,10,9,2148
"YHL014C",305,195,151,99,408,335,81,80,1158
"YHL013C",331,251,148,118,1016,946,207,212,864
"YHL011C",1636,1114,1254,815,3984,3431,1893,1605,903
"YHL010C",437,355,297,300,636,746,318,421,1698
"YHL009C",239,194,148,142,869,808,330,319,933
"YHL008C",27,22,17,18,46,35,8,8,1824
"YHL007C",1421,1008,576,431,3244,2973,638,493,2760
"YHL006C",139,107,101,76,260,235,101,107,393
"YHL003C",1912,1307,1163,791,3196,2868,1179,1210,1176
"YHL002C-A",24,14,14,6,9,10,18,11,429
"YHR003C",708,448,522,416,1105,1082,602,562,1230
"YHR004C",462,369,394,348,439,506,224,349,1281
"YHR005C",1438,1181,1758,1244,2498,2493,1719,1608,1359
"YHR005C-A",1251,860,630,405,3893,3701,940,891,222
"YHR007C",6778,4709,4734,3146,10335,9054,4807,3758,1533
"YHR007C-A",102,94,119,136,19,19,22,12,156
"YHR008C",2669,1957,1631,1837,17639,18296,7055,8501,642
"YHR009C",2126,1449,834,781,2952,3093,755,792,1512
"YHR013C",619,362,298,278,1995,1906,737,687,657
"YHR016C",1152,865,612,743,5536,5709,1446,1908,1515
"YHR018C",2564,1918,1880,1569,8272,7900,3305,2918,1332
"YHR019C",3402,2090,1440,1303,14588,12161,3501,2528,1605
"YHR021C",5043,2800,3966,2158,27585,21878,14872,13466,739
"YHR022C",421,295,1772,1798,526,551,1655,2737,711
"YHR022C-A",31,28,28,14,7,22,14,17,30
"YHR024C",1193,825,447,372,2464,2263,582,608,1389
"YHR027C",6425,4652,1833,1423,13771,13492,2121,1876,2922
"YHR028C",1242,993,588,533,1647,1728,445,608,2397
"YHR029C",234,160,108,71,1025,1065,333,332,825
"YHR030C",1653,1426,1824,2205,4995,5693,3889,5139,1395
"YHR031C",315,177,147,158,281,218,132,118,2112
"YHR032C-A",3,0,0,3,0,0,2,1,60
"YHR034C",243,164,124,143,972,929,388,536,975
"YHR039C",2162,1453,1009,760,2486,2362,663,533,1875
"YHR039C-A",1459,1094,1207,785,9367,8561,4720,4352,447
"YHR041C",273,162,155,101,895,702,319,311,674
"YHR043C",857,679,283,282,3899,3860,747,742,681
"YHR044C",527,377,141,112,1318,1184,152,136,681
"YHR046C",456,337,352,255,968,963,366,320,828
"YHR047C",617,476,397,332,1024,955,314,353,2511
"YHR049C-A",141,87,104,140,36,38,72,93,237
"YHR056C",3027,2224,1494,931,3730,3790,1047,1022,2592
"YHR057C",495,307,183,168,1399,1291,308,293,558
"YHR058C",247,167,144,126,652,655,245,243,828
"YHR061C",326,227,179,103,634,597,231,153,885
"YHR062C",371,221,161,140,704,620,391,337,822
"YHR063C",949,692,553,370,2372,2177,807,741,1080
"YHR064C",4778,3008,1751,1357,14466,12363,2799,1995,1557
"YHR065C",918,709,827,679,2478,2413,1100,1088,1446
"YHR069C",747,449,600,467,1327,1128,810,834,1020
"YHR071C-A",11,6,9,1,12,4,10,11,261
"YHR073C-B",0,4,0,0,0,1,0,0,21
"YHR075C",314,270,239,230,555,593,339,409,1143
"YHR077C",1765,1190,1061,884,1075,938,388,351,3323
"YHR079C",1025,710,504,352,667,623,190,155,3288
"YHR080C",1062,843,769,881,715,743,306,366,3978
"YHR082C",3118,1991,979,864,1657,1829,120,91,3030
